subj	trialNr	pos1	pos2	pos3	pos4	time1	time2	time3	timeText	reaTime	rX	rY	task
10	1	-0.0400000007450581	0.01	0.0600000007450581	0.110000001490116	1.5	1.5	1.5	51.0787106	53.3442391	-0.914762854576111	-0.30066105723381	viz.VizText(49)
10	2	-0.0499999991059303	-2.23517418115882e-10	0.0500000023841858	0.0999999994039536	0.3	0.3	0.3	59.3205063	60.3886666	0	0.00999999977648258	viz.VizText(50)
10	3	-0.160000005960464	-0.01	0.140000005960464	0.290000011920929	1.5	1.5	1.5	69.9533731	71.2182717	0.99642938375473	0.0679012984037399	viz.VizText(50)
10	4	-0.110000001490116	-0.01	0.0900000014901161	0.190000002980232	0.9	0.9	0.9	78.9827156	80.4352768	-0.932238578796387	-0.302697360515594	viz.VizText(50)
10	5	-0.0600000007450581	-0.0100000002235174	0.0400000007450581	0.0900000014901161	0.9	0.9	0.9	88.2184532	89.2876084	0.99783718585968	-0.0692964345216751	viz.VizText(50)
10	6	-0.170000011324883	-0.0199999997764826	0.130000000596046	0.280000021457672	1.5	1.5	1.5	98.85217	99.9169394	0.996107339859009	-0.0953721404075623	viz.VizText(50)
10	7	-0.0999999994039536	2.23517418115882e-10	0.100000003576279	0.199999997615814	0.3	0.3	0.3	105.9046399	107.3701601	0.980087459087372	-0.199082270264626	viz.VizText(50)
10	8	-0.160000016689301	-0.00999999955296516	0.139999995231628	0.290000030994415	0.3	0.3	0.3	113.3570683	115.0779946	0.973867833614349	-0.228411063551903	viz.VizText(50)
10	9	-0.170000011324883	-0.0199999997764826	0.130000000596046	0.280000021457672	0.3	0.3	0.3	121.0415662	122.5479779	0.994543313980103	-0.106408804655075	viz.VizText(50)
10	10	-0.0700000023841858	-0.0199999997764826	0.0299999991059303	0.0800000035762787	0.9	0.9	0.9	130.3161973	132.6037399	0.996808290481567	-0.0826622322201729	viz.VizText(49)
10	11	-0.0900000014901161	0.0100000002235174	0.110000001490116	0.210000002980232	1.5	1.5	1.5	142.1900577	143.6544255	0.988736212253571	-0.0519812703132629	viz.VizText(49)
10	12	-0.100000003576279	-2.23517418115882e-10	0.0999999994039536	0.20000000834465	0.9	0.9	0.9	151.429093	153.3356608	0.992605030536652	-0.111989103257656	viz.VizText(49)
10	13	-0.0800000002980232	-0.0299999995529652	0.0199999993294477	0.0700000056624413	0.9	0.9	0.9	161.1226067	164.4523367	-0.927615761756897	-0.254108309745789	viz.VizText(50)
10	14	-0.0899999982118607	-0.0399999993294477	0.00999999955296516	0.0600000077486038	1.5	1.5	1.5	174.0200147	175.5521959	0.998442888259888	-0.0598069950938225	viz.VizText(49)
10	15	-0.0999999961256981	-0.0499999991059303	-2.23517418115882e-10	0.0500000061094761	1.5	1.5	1.5	185.1220652	185.9351184	0.979926586151123	-0.201346591114998	viz.VizText(50)
10	16	-0.0899999940395355	-0.0400000007450581	0.00999999977648259	0.0600000044703484	0.3	0.3	0.3	191.9025739	193.3224614	-0.896457731723785	-0.368376731872559	viz.VizText(50)
10	17	-0.160000016689301	-0.00999999955296516	0.139999995231628	0.290000030994415	0.9	0.9	0.9	201.1084232	203.1295898	-0.843404948711395	-0.470060050487518	viz.VizText(49)
10	18	-0.0900000014901161	0.00999999977648259	0.110000001490116	0.210000002980232	1.5	1.5	1.5	212.688518	214.131589	0.988620042800903	-0.158028021454811	viz.VizText(50)
10	19	-0.170000011324883	-0.0199999997764826	0.130000000596046	0.280000021457672	0.9	0.9	0.9	221.8978334	222.6854639	0.988921582698822	-0.144621983170509	viz.VizText(50)
10	20	-0.0800000035762787	0.0199999997764826	0.119999999403954	0.22000000834465	1.5	1.5	1.5	232.2499683	234.1269535	0.981737971305847	-0.173018977046013	viz.VizText(50)
10	21	-0.0999999961256981	-0.0499999991059303	-2.23517418115882e-10	0.0500000061094761	0.9	0.9	0.9	241.9081388	243.1521144	-0.918436765670776	-0.341371119022369	viz.VizText(50)
10	22	-0.0900000056624412	0.00999999955296516	0.109999997317791	0.210000013709068	0.3	0.3	0.3	249.1070598	251.2281315	-0.887608587741852	-0.440813601016998	viz.VizText(49)
10	23	-0.0899999940395355	-0.0400000007450581	0.00999999977648259	0.0600000044703484	1.5	1.5	1.5	260.782664	262.0573097	0.993208408355713	-0.124705612659454	viz.VizText(49)
10	24	-0.180000016689301	-0.0299999995529652	0.119999995231628	0.270000030994415	0.9	0.9	0.9	269.8295749	270.7845869	0.986300230026245	-0.167173653841019	viz.VizText(50)
10	25	-0.190000022053719	-0.0399999993294477	0.109999997317791	0.260000040531158	1.5	1.5	1.5	280.3402741	282.1938802	0.99553108215332	-0.100531913340092	viz.VizText(50)
10	26	-0.0800000035762787	0.0199999997764826	0.119999999403954	0.22000000834465	0.9	0.9	0.9	289.9482662	291.3886827	0.98245906829834	-0.191708073019981	viz.VizText(50)
10	27	-0.200000027418137	-0.0499999991059303	0.0999999994039536	0.250000050067902	0.3	0.3	0.3	297.3562822	298.731401	0.980625331401825	-0.210313364863396	viz.VizText(50)
10	28	-0.0700000056624413	0.0299999995529652	0.129999997317791	0.230000013709068	1.5	1.5	1.5	308.2960156	309.9167099	0.980949461460114	-0.196881204843521	viz.VizText(49)
10	29	-0.0600000077486038	0.0399999993294477	0.139999995231628	0.240000019073486	0.9	0.9	0.9	317.6877394	319.1122466	-0.82189017534256	-0.572547137737274	viz.VizText(49)
10	30	-0.190000032782555	-0.0400000007450581	0.110000001490116	0.260000059604645	0.9	0.9	0.9	326.8741849	327.820442	0.984934628009796	-0.187538683414459	viz.VizText(50)
10	31	-0.0500000061094761	0.0499999991059303	0.150000000596046	0.250000024437904	0.3	0.3	0.3	333.7850338	336.2376414	-0.837338626384735	-0.545878648757935	viz.VizText(49)
10	32	-0.180000027418137	-0.0299999991059303	0.119999999403954	0.270000050067902	1.5	1.5	1.5	345.791243	347.7108459	-0.769402027130127	-0.640128910541534	viz.VizText(49)
10	33	-0.0999999961256981	-0.0499999991059303	-2.23517418115882e-10	0.0500000061094761	0.3	0.3	0.3	353.665483	354.8854372	-0.839128911495209	-0.549451887607574	viz.VizText(49)
10	34	-0.190000022053719	-0.0399999993294477	0.109999997317791	0.260000040531158	1.5	1.5	1.5	364.4382591	366.347688	0.988968074321747	-0.165131106972694	viz.VizText(49)
10	35	-0.0400000044703484	0.0600000007450581	0.160000005960464	0.260000029802322	0.9	0.9	0.9	374.0987073	375.7176101	-0.80626904964447	-0.593935966491699	viz.VizText(50)
10	36	-0.109999994039536	-0.0600000007450581	-0.0100000002235174	0.0400000044703484	0.3	0.3	0.3	381.6757081	383.2043379	-0.821897208690643	-0.568069219589233	viz.VizText(50)
10	37	-0.119999991953373	-0.0700000023841858	-0.0199999997764826	0.0300000028312206	1.5	1.5	1.5	406.7856962	408.2703295	0.983146846294403	-0.206700339913368	viz.VizText(49)
10	38	-0.0500000028312206	0.0500000023841858	0.150000011324882	0.250000020265579	0.3	0.3	0.3	414.2384605	416.1559263	-0.955455124378204	-0.226868644356728	viz.VizText(49)
10	39	-0.200000027418137	-0.0499999991059303	0.0999999994039536	0.250000050067902	0.3	0.3	0.3	422.109779	424.0009644	-0.871969401836395	0.105490326881409	viz.VizText(49)
10	40	-0.10999998986721	-0.0600000002980232	-0.00999999955296516	0.040000003054738	0.9	0.9	0.9	431.7505273	434.2592151	-0.848386406898499	-0.52061265707016	viz.VizText(49)
10	41	-0.0600000044703484	0.0400000007450581	0.140000005960464	0.240000029802322	1.5	1.5	1.5	443.8263939	445.3037662	-0.876031875610352	-0.470937103033066	viz.VizText(50)
10	42	-0.190000032782555	-0.0400000007450581	0.110000001490116	0.260000059604645	0.9	0.9	0.9	453.088664	454.9879023	-0.704808294773102	-0.713232636451721	viz.VizText(49)
10	43	-0.0700000061094761	0.0299999991059303	0.130000000596046	0.230000024437904	0.9	0.9	0.9	462.7299692	464.2914247	0.995385766029358	-0.102667696774006	viz.VizText(50)
10	44	-0.180000027418137	-0.0299999991059303	0.119999999403954	0.270000050067902	1.5	1.5	1.5	473.8474438	475.3219392	0.990276515483856	-0.123280063271523	viz.VizText(49)
10	45	-0.190000022053719	-0.0399999993294477	0.109999997317791	0.260000040531158	0.3	0.3	0.3	481.283561	483.6316368	-0.904668629169464	-0.357391983270645	viz.VizText(49)
10	46	-0.099999991953373	-0.0499999986588955	2.23517418115882e-10	0.0500000028312206	0.3	0.3	0.3	489.6023897	491.0383375	-0.902587294578552	-0.149453595280647	viz.VizText(49)
